#,Source,Total Samples,Samples,Top Stall #1 (Type),Top Stall #1 (Samples),Top Stall #2 (Type),Top Stall #2 (Samples),Top Stall #3 (Type),Top Stall #3 (Samples),Avg. Warp Latency,Instruction Mix,Dependency-Attributed Samples,Live Registers
,textcoverage.glsl,,,,,,,,,
840,%1180 = OpExtInst %void %1 DebugFunctionDefinition %196 %main,,,,,,,,0,,,
841,%1187 = OpExtInst %void %1 DebugLine %38 %uint_21 %uint_21 %uint_0 %uint_0,,,,,,,,0,,,
842,%1186 = OpExtInst %void %1 DebugDeclare %1184 %fw %44,,,,,,,,0,,,
,// /home/cris/Documents/anoptic-engine/resources/shaders/textworld.frag:21,,,,,,,,
,vec2 fw = abs(dFdx(panelPos)) + abs(dFdy(panelPos));,343,Short Scoreboard,158,Not Selected,75,Selected,32,0,,,8
843,%1193 = OpLoad %v2float %panelPos,179,Short Scoreboard,95,Not Selected,40,Selected,17,25,6,133,5
844,%1194 = OpDPdx %v2float %1193,65,Short Scoreboard,23,Not Selected,16,Wait,11,8,4,23,7
845,%1195 = OpExtInst %v2float %4 FAbs %1194,,,,,,,,0,,,
846,%1196 = OpLoad %v2float %panelPos,,,,,,,,0,,,
847,%1197 = OpDPdy %v2float %1196,90,Short Scoreboard,40,Not Selected,16,Wait,15,14,4,40,8
848,%1198 = OpExtInst %v2float %4 FAbs %1197,,,,,,,,0,,,
849,%1199 = OpFAdd %v2float %1195 %1198,9,Selected,5,Not Selected,3,Dispatch Stall,1,0,2,,7
850,OpStore %fw %1199,,,,,,,,0,,,
851,%1204 = OpExtInst %void %1 DebugLine %38 %uint_22 %uint_22 %uint_0 %uint_0,,,,,,,,0,,,
852,%1203 = OpExtInst %void %1 DebugDeclare %1201 %rMin_1 %44,,,,,,,,0,,,
,vec2 rMin = panelPos - 0.5 * fw;,33,Not Selected,16,Wait,12,Selected,4,0,,,7
853,%1205 = OpLoad %v2float %panelPos,,,,,,,,0,,,
854,%1206 = OpLoad %v2float %fw,,,,,,,,0,,,
855,%1207 = OpVectorTimesScalar %v2float %1206 %float_0_5,,,,,,,,0,,,
856,%1208 = OpFSub %v2float %1205 %1207,33,Not Selected,16,Wait,12,Selected,4,5,2,,7
857,OpStore %rMin_1 %1208,,,,,,,,0,,,
858,%1213 = OpExtInst %void %1 DebugLine %38 %uint_23 %uint_23 %uint_0 %uint_0,,,,,,,,0,,,
859,%1212 = OpExtInst %void %1 DebugDeclare %1210 %rMax_1 %44,,,,,,,,0,,,
,vec2 rMax = panelPos + 0.5 * fw;,7,Selected,7,,,,,0,,,7
860,%1214 = OpLoad %v2float %panelPos,,,,,,,,0,,,
861,%1215 = OpLoad %v2float %fw,,,,,,,,0,,,
862,%1216 = OpVectorTimesScalar %v2float %1215 %float_0_5,,,,,,,,0,,,
863,%1217 = OpFAdd %v2float %1214 %1216,7,Selected,7,,,,,0,2,,7
864,OpStore %rMax_1 %1217,,,,,,,,0,,,
865,%1222 = OpExtInst %void %1 DebugLine %38 %uint_24 %uint_24 %uint_0 %uint_0,,,,,,,,0,,,
866,%1221 = OpExtInst %void %1 DebugDeclare %1219 %acc %44,,,,,,,,0,,,
,vec4 acc = vec4(0.0);,,,,,,,,0,,,
867,OpStore %acc %1067,,,,,,,,0,,,
868,%1226 = OpExtInst %void %1 DebugLine %38 %uint_25 %uint_25 %uint_0 %uint_0,,,,,,,,0,,,
869,%1225 = OpExtInst %void %1 DebugDeclare %1224 %i_0 %44,,,,,,,,0,,,
,for (uint i = 0u; i < pc.range.y; i++),14338,Not Selected,5728,Math Pipe Throttle,3694,Wait,2664,0,,,22
870,OpStore %i_0 %uint_0,,,,,,,,0,,,
871,OpBranch %1227,,,,,,,,0,,,
872,%1227 = OpLabel,,,,,,,,0,,,
873,%1231 = OpExtInst %void %1 DebugScope %196,,,,,,,,0,,,
874,%1232 = OpExtInst %void %1 DebugLine %38 %uint_25 %uint_25 %uint_0 %uint_0,,,,,,,,0,,,
875,OpLoopMerge %1229 %1230 None,,,,,,,,0,,,
876,OpBranch %1233,,,,,,,,0,,,
877,%1233 = OpLabel,,,,,,,,0,,,
878,%1235 = OpExtInst %void %1 DebugScope %196,,,,,,,,0,,,
879,%1236 = OpExtInst %void %1 DebugLine %38 %uint_25 %uint_25 %uint_0 %uint_0,,,,,,,,0,,,
880,%1234 = OpLoad %uint %i_0,,,,,,,,0,,,
881,%1260 = OpAccessChain %_ptr_PushConstant_uint %pc %int_2 %uint_1,,,,,,,,0,,,
882,%1261 = OpLoad %uint %1260,,,,,,,,0,,,
883,%1262 = OpULessThan %bool %1234 %1261,8283,Not Selected,4349,Math Pipe Throttle,3069,Wait,527,1061.8065918145599,2,,18
884,OpBranchConditional %1262 %1228 %1229,6055,Wait,2137,Selected,1790,Not Selected,1379,1042.454575487281,14,,22
885,%1228 = OpLabel,,,,,,,,0,,,
886,%1268 = OpExtInst %void %1 DebugScope %196,,,,,,,,0,,,
887,%1269 = OpExtInst %void %1 DebugLine %38 %uint_27 %uint_27 %uint_0 %uint_0,,,,,,,,0,,,
888,%1267 = OpExtInst %void %1 DebugDeclare %1264 %src %44,,,,,,,,0,,,
,"vec4 src = shade_window(pc.range.x + i, rMin, rMax);",20633,Not Selected,11089,Math Pipe Throttle,7613,Wait,1303,0,,,19
889,%1270 = OpAccessChain %_ptr_PushConstant_uint %pc %int_2 %uint_0,,,,,,,,0,,,
890,%1271 = OpLoad %uint %1270,,,,,,,,0,,,
891,%1272 = OpLoad %uint %i_0,,,,,,,,0,,,
892,%1273 = OpIAdd %uint %1271 %1272,20633,Not Selected,11089,Math Pipe Throttle,7613,Wait,1303,3109.00620365434,2,,19
893,OpStore %param_31 %1273,,,,,,,,0,,,
894,%1276 = OpLoad %v2float %rMin_1,,,,,,,,0,,,
895,OpStore %param_32 %1276,,,,,,,,0,,,
896,%1278 = OpLoad %v2float %rMax_1,,,,,,,,0,,,
897,OpStore %param_33 %1278,,,,,,,,0,,,
898,%1279 = OpFunctionCall %v4float %shade_window_u1_vf2_vf2_ %param_31 %param_32 %param_33,,,,,,,,0,,,
899,OpStore %src %1279,,,,,,,,0,,,
900,%1281 = OpExtInst %void %1 DebugLine %38 %uint_28 %uint_28 %uint_0 %uint_0,,,,,,,,0,,,
,acc = src + acc * (1.0 - src.a);,1240,Selected,1229,Dispatch Stall,11,,,0,,,18
901,%1280 = OpLoad %v4float %src,,,,,,,,0,,,
902,%1283 = OpLoad %v4float %acc,,,,,,,,0,,,
903,%1284 = OpAccessChain %_ptr_Function_float %src %uint_3,,,,,,,,0,,,
904,%1285 = OpLoad %float %1284,,,,,,,,0,,,
905,%1286 = OpFSub %float %float_1 %1285,243,Selected,240,Dispatch Stall,3,,,41.08641975308642,1,,18
906,%1287 = OpVectorTimesScalar %v4float %1283 %1286,,,,,,,,0,,,
907,%1288 = OpFAdd %v4float %1280 %1287,997,Selected,989,Dispatch Stall,8,,,121.99097291875627,4,,18
908,OpStore %acc %1288,,,,,,,,0,,,
909,OpBranch %1230,,,,,,,,0,,,
910,%1230 = OpLabel,,,,,,,,0,,,
911,%1290 = OpExtInst %void %1 DebugScope %196,,,,,,,,0,,,
912,%1291 = OpExtInst %void %1 DebugLine %38 %uint_25 %uint_25 %uint_0 %uint_0,,,,,,,,0,,,
,for (uint i = 0u; i < pc.range.y; i++),5500,Branch Resolving,2248,Wait,1280,Selected,775,0,,,19
913,%1289 = OpLoad %uint %i_0,,,,,,,,0,,,
914,%1292 = OpIAdd %uint %1289 %int_1,5500,Branch Resolving,2248,Wait,1280,Selected,775,609.0880160029096,3,,19
915,OpStore %i_0 %1292,,,,,,,,0,,,
916,OpBranch %1227,,,,,,,,0,,,
917,%1229 = OpLabel,,,,,,,,0,,,
918,%1300 = OpExtInst %void %1 DebugScope %196,,,,,,,,0,,,
919,%1301 = OpExtInst %void %1 DebugLine %38 %uint_30 %uint_30 %uint_0 %uint_0,,,,,,,,0,,,
,outColor = acc;,,,,,,,,,,,
920,%1299 = OpLoad %v4float %acc,,,,,,,,0,,,
921,OpStore %outColor %1299,,,,,,,,0,,,
922,%1302 = OpExtInst %void %1 DebugLine %38 %uint_31 %uint_31 %uint_0 %uint_0,,,,,,,,0,,,
,},180,Wait,84,Branch Resolving,36,Not Selected,29,0,,,4
923,OpReturn,180,Wait,84,Branch Resolving,36,Not Selected,29,24.244444444444444,19,,4
924,OpFunctionEnd,,,,,,,,0,,,
925,%solve_mono_f1_f1_f1_f1_ = OpFunction %float None %23,,,,,,,,0,,,
926,%c0 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
927,%c1 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
928,%c2 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
929,%target = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
930,%30 = OpLabel,,,,,,,,0,,,
931,%span = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
932,%a = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
933,%b = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
934,%c = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
935,%d = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
936,%den = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
937,%270 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
938,%45 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
939,%46 = OpExtInst %void %1 DebugLine %33 %uint_32 %uint_32 %uint_0 %uint_0,,,,,,,,0,,,
940,%43 = OpExtInst %void %1 DebugDeclare %41 %c0 %44,,,,,,,,0,,,
941,%49 = OpExtInst %void %1 DebugDeclare %47 %c1 %44,,,,,,,,0,,,
942,%52 = OpExtInst %void %1 DebugDeclare %50 %c2 %44,,,,,,,,0,,,
943,%55 = OpExtInst %void %1 DebugDeclare %53 %target %44,,,,,,,,0,,,
944,%198 = OpExtInst %void %1 DebugFunctionDefinition %32 %solve_mono_f1_f1_f1_f1_,,,,,,,,0,,,
945,%204 = OpExtInst %void %1 DebugLine %33 %uint_34 %uint_34 %uint_0 %uint_0,,,,,,,,0,,,
946,%203 = OpExtInst %void %1 DebugDeclare %200 %span %44,,,,,,,,0,,,
,// /home/cris/Documents/anoptic-engine/resources/shaders/textcoverage.glsl:34,,,,,,,,
,float span = c2 - c0;,,,,,,,,,,,
947,%205 = OpLoad %float %c2,,,,,,,,0,,,
948,%206 = OpLoad %float %c0,,,,,,,,0,,,
949,%207 = OpFSub %float %205 %206,,,,,,,,0,,,
950,OpStore %span %207,,,,,,,,0,,,
951,%213 = OpExtInst %void %1 DebugLine %33 %uint_35 %uint_35 %uint_0 %uint_0,,,,,,,,0,,,
952,%212 = OpExtInst %void %1 DebugDeclare %209 %a %44,,,,,,,,0,,,
,float a = c0 - 2.0 * c1 + c2;,4,Selected,4,,,,,0,,,29
953,%214 = OpLoad %float %c0,,,,,,,,0,,,
954,%216 = OpLoad %float %c1,,,,,,,,0,,,
955,%217 = OpFMul %float %float_2 %216,,,,,,,,0,,,
956,%218 = OpFSub %float %214 %217,1,Selected,1,,,,,0,2,,27
957,%219 = OpLoad %float %c2,,,,,,,,0,,,
958,%220 = OpFAdd %float %218 %219,3,Selected,3,,,,,0,2,,29
959,OpStore %a %220,,,,,,,,0,,,
960,%226 = OpExtInst %void %1 DebugLine %33 %uint_36 %uint_36 %uint_0 %uint_0,,,,,,,,0,,,
961,%225 = OpExtInst %void %1 DebugDeclare %222 %b %44,,,,,,,,0,,,
,float b = 2.0 * (c1 - c0);,17,Selected,10,Wait,4,Not Selected,3,0,,,29
962,%227 = OpLoad %float %c1,,,,,,,,0,,,
963,%228 = OpLoad %float %c0,,,,,,,,0,,,
964,%229 = OpFSub %float %227 %228,2,Selected,2,,,,,0,2,,27
965,%230 = OpFMul %float %float_2 %229,15,Selected,8,Wait,4,Not Selected,3,0,2,,29
966,OpStore %b %230,,,,,,,,0,,,
967,%236 = OpExtInst %void %1 DebugLine %33 %uint_37 %uint_37 %uint_0 %uint_0,,,,,,,,0,,,
968,%235 = OpExtInst %void %1 DebugDeclare %232 %c %44,,,,,,,,0,,,
,float c = c0 - target;,2,Selected,1,No Instructions,1,,,0,,,25
969,%237 = OpLoad %float %c0,,,,,,,,0,,,
970,%238 = OpLoad %float %target,,,,,,,,0,,,
971,%239 = OpFSub %float %237 %238,2,Selected,1,No Instructions,1,,,0,2,,25
972,OpStore %c %239,,,,,,,,0,,,
973,%245 = OpExtInst %void %1 DebugLine %33 %uint_38 %uint_38 %uint_0 %uint_0,,,,,,,,0,,,
974,%244 = OpExtInst %void %1 DebugDeclare %241 %d %44,,,,,,,,0,,,
,"float d = max(b * b - 4.0 * a * c, 0.0);",106,Not Selected,32,Selected,29,Wait,22,0,,,34
975,%246 = OpLoad %float %b,,,,,,,,0,,,
976,%247 = OpLoad %float %b,,,,,,,,0,,,
977,%248 = OpFMul %float %246 %247,6,Selected,6,,,,,0,2,,32
978,%250 = OpLoad %float %a,,,,,,,,0,,,
979,%251 = OpFMul %float %float_4 %250,4,Selected,3,No Instructions,1,,,0,2,,31
980,%252 = OpLoad %float %c,,,,,,,,0,,,
981,%253 = OpFMul %float %251 %252,,,,,,,,0,,,
982,%254 = OpFSub %float %248 %253,18,Selected,13,Wait,3,Not Selected,1,0,4,,34
983,%256 = OpExtInst %float %4 FMax %254 %float_0,78,Not Selected,31,Wait,19,Math Pipe Throttle,18,14,6,0,34
984,OpStore %d %256,,,,,,,,0,,,
985,%262 = OpExtInst %void %1 DebugLine %33 %uint_39 %uint_39 %uint_0 %uint_0,,,,,,,,0,,,
986,%261 = OpExtInst %void %1 DebugDeclare %258 %den %44,,,,,,,,0,,,
,float den = -b - (span < 0.0 ? -sqrt(d) : sqrt(d));,45,Selected,16,Wait,14,Not Selected,11,0,,,34
987,%263 = OpLoad %float %b,,,,,,,,0,,,
988,%264 = OpFNegate %float %263,,,,,,,,0,,,
989,%265 = OpLoad %float %span,,,,,,,,0,,,
990,%269 = OpFOrdLessThan %bool %265 %float_0,29,Wait,14,Not Selected,9,Selected,6,5,4,1,31
991,OpSelectionMerge %272 None,,,,,,,,0,,,
992,OpBranchConditional %269 %271 %278,13,Selected,7,Math Pipe Throttle,3,Not Selected,2,0,4,,33
993,%271 = OpLabel,,,,,,,,0,,,
994,%274 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
995,%275 = OpExtInst %void %1 DebugLine %33 %uint_39 %uint_39 %uint_0 %uint_0,,,,,,,,0,,,
996,%273 = OpLoad %float %d,,,,,,,,0,,,
997,%276 = OpExtInst %float %4 Sqrt %273,,,,,,,,0,,,
998,%277 = OpFNegate %float %276,,,,,,,,0,,,
999,OpStore %270 %277,,,,,,,,0,,,
1000,OpBranch %272,,,,,,,,0,,,
1001,%278 = OpLabel,,,,,,,,0,,,
1002,%280 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
1003,%281 = OpExtInst %void %1 DebugLine %33 %uint_39 %uint_39 %uint_0 %uint_0,,,,,,,,0,,,
1004,%279 = OpLoad %float %d,,,,,,,,0,,,
1005,%282 = OpExtInst %float %4 Sqrt %279,,,,,,,,0,,,
1006,OpStore %270 %282,,,,,,,,0,,,
1007,OpBranch %272,,,,,,,,0,,,
1008,%272 = OpLabel,,,,,,,,0,,,
1009,%284 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
1010,%285 = OpExtInst %void %1 DebugLine %33 %uint_39 %uint_39 %uint_0 %uint_0,,,,,,,,0,,,
1011,%283 = OpLoad %float %270,,,,,,,,0,,,
1012,%286 = OpFSub %float %264 %283,3,Selected,3,,,,,0,4,,34
1013,OpStore %den %286,,,,,,,,0,,,
1014,%288 = OpExtInst %void %1 DebugLine %33 %uint_40 %uint_40 %uint_0 %uint_0,,,,,,,,0,,,
,if (den == 0.0),86,Not Selected,30,Math Pipe Throttle,23,Selected,18,0,,,34
1015,%287 = OpLoad %float %den,,,,,,,,0,,,
1016,%290 = OpFOrdEqual %bool %287 %float_0,74,Not Selected,27,Math Pipe Throttle,23,Wait,14,14,4,,33
1017,OpSelectionMerge %292 None,,,,,,,,0,,,
1018,OpBranchConditional %290 %291 %292,12,Selected,9,Not Selected,3,,,0,4,,34
1019,%291 = OpLabel,,,,,,,,0,,,
1020,%293 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
1021,%294 = OpExtInst %void %1 DebugLine %33 %uint_41 %uint_41 %uint_0 %uint_0,,,,,,,,0,,,
,return 0.0;,,,,,,,,,,,
1022,OpReturnValue %float_0,,,,,,,,0,,,
1023,%292 = OpLabel,,,,,,,,0,,,
1024,%298 = OpExtInst %void %1 DebugScope %32,,,,,,,,0,,,
1025,%299 = OpExtInst %void %1 DebugLine %33 %uint_42 %uint_42 %uint_0 %uint_0,,,,,,,,0,,,
,"return clamp(2.0 * c / den, 0.0, 1.0);",44,Selected,16,Wait,12,Not Selected,9,0,,,34
1026,%297 = OpLoad %float %c,,,,,,,,0,,,
1027,%301 = OpFMul %float %float_2 %297,,,,,,,,0,,,
1028,%302 = OpLoad %float %den,,,,,,,,0,,,
1029,%303 = OpFDiv %float %301 %302,44,Selected,16,Wait,12,Not Selected,9,8,8,7,34
1030,%305 = OpExtInst %float %4 FClamp %303 %float_0 %float_1,,,,,,,,0,,,
1031,OpReturnValue %305,,,,,,,,0,,,
1032,OpFunctionEnd,,,,,,,,0,,,
1033,%curve_area_f1_f1_f1_f1_f1_f1_f1_f1_ = OpFunction %float None %56,,,,,,,,0,,,
1034,%x0 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1035,%y0 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1036,%x1 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1037,%y1 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1038,%x2 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1039,%y2 = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1040,%w = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1041,%h = OpFunctionParameter %_ptr_Function_float,,,,,,,,0,,,
1042,%67 = OpLabel,,,,,,,,0,,,
1043,%b_0 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1044,%t0 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1045,%param = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1046,%param_0 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1047,%param_1 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1048,%param_2 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1049,%t1 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1050,%param_3 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1051,%param_4 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1052,%param_5 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1053,%param_6 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1054,%tmp = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1055,%ta = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1056,%param_7 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1057,%param_8 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1058,%param_9 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1059,%param_10 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1060,%tb = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1061,%param_11 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1062,%param_12 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1063,%param_13 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1064,%param_14 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1065,%tmp_0 = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1066,%ax = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1067,%bx = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1068,%ay = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1069,%by = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1070,%xs = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1071,%ys = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1072,%area = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1073,%ends = OpVariable %_ptr_Function__arr_float_uint_3 Function,,,,,,,,0,,,
1074,%k = OpVariable %_ptr_Function_int Function,,,,,,,,0,,,
1075,%te = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1076,%xe = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1077,%ye = OpVariable %_ptr_Function_float Function,,,,,,,,0,,,
1078,%74 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1079,%75 = OpExtInst %void %1 DebugLine %33 %uint_48 %uint_48 %uint_0 %uint_0,,,,,,,,0,,,
1080,%73 = OpExtInst %void %1 DebugDeclare %71 %x0 %44,,,,,,,,0,,,
1081,%78 = OpExtInst %void %1 DebugDeclare %76 %y0 %44,,,,,,,,0,,,
1082,%81 = OpExtInst %void %1 DebugDeclare %79 %x1 %44,,,,,,,,0,,,
1083,%84 = OpExtInst %void %1 DebugDeclare %82 %y1 %44,,,,,,,,0,,,
1084,%88 = OpExtInst %void %1 DebugDeclare %85 %x2 %44,,,,,,,,0,,,
1085,%91 = OpExtInst %void %1 DebugDeclare %89 %y2 %44,,,,,,,,0,,,
1086,%94 = OpExtInst %void %1 DebugDeclare %92 %w %44,,,,,,,,0,,,
1087,%98 = OpExtInst %void %1 DebugDeclare %95 %h %44,,,,,,,,0,,,
1088,%311 = OpExtInst %void %1 DebugFunctionDefinition %69 %curve_area_f1_f1_f1_f1_f1_f1_f1_f1_,,,,,,,,0,,,
1089,%313 = OpExtInst %void %1 DebugLine %33 %uint_50 %uint_50 %uint_0 %uint_0,,,,,,,,0,,,
,if (y0 == y2),789,Not Selected,287,Wait,247,Math Pipe Throttle,179,0,,,25
1090,%312 = OpLoad %float %y0,,,,,,,,0,,,
1091,%315 = OpLoad %float %y2,,,,,,,,0,,,
1092,%316 = OpFOrdEqual %bool %312 %315,291,Not Selected,141,Math Pipe Throttle,94,Wait,36,42,1,,25
1093,OpSelectionMerge %318 None,,,,,,,,0,,,
1094,OpBranchConditional %316 %317 %318,498,Wait,211,Not Selected,146,Math Pipe Throttle,85,73,3,,25
1095,%317 = OpLabel,,,,,,,,0,,,
1096,%319 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1097,%320 = OpExtInst %void %1 DebugLine %33 %uint_51 %uint_51 %uint_0 %uint_0,,,,,,,,0,,,
,return 0.0;,,,,,,,,,,,
1098,OpReturnValue %float_0,,,,,,,,0,,,
1099,%318 = OpLabel,,,,,,,,0,,,
1100,%324 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1101,%325 = OpExtInst %void %1 DebugLine %33 %uint_52 %uint_52 %uint_0 %uint_0,,,,,,,,0,,,
,"if (max(y0, y2) <= 0.0 || min(y0, y2) >= h || min(x0, x2) >= w)",812,Wait,395,Not Selected,162,Selected,154,0,,,25
1102,%323 = OpLoad %float %y0,,,,,,,,0,,,
1103,%327 = OpLoad %float %y2,,,,,,,,0,,,
1104,%328 = OpExtInst %float %4 FMax %323 %327,139,Wait,80,Not Selected,25,Selected,24,25,1,,24
1105,%329 = OpFOrdLessThanEqual %bool %328 %float_0,43,Wait,20,Selected,17,Not Selected,6,8,1,,25
1106,%330 = OpLogicalNot %bool %329,,,,,,,,0,,,
1107,OpSelectionMerge %332 None,,,,,,,,0,,,
1108,OpBranchConditional %330 %331 %332,,,,,,,,0,,,
1109,%331 = OpLabel,,,,,,,,0,,,
1110,%334 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1111,%335 = OpExtInst %void %1 DebugLine %33 %uint_52 %uint_52 %uint_0 %uint_0,,,,,,,,0,,,
1112,%333 = OpLoad %float %y0,,,,,,,,0,,,
1113,%336 = OpLoad %float %y2,,,,,,,,0,,,
1114,%337 = OpExtInst %float %4 FMin %333 %336,52,Wait,19,Selected,16,Not Selected,13,8,1,,25
1115,%338 = OpLoad %float %h,,,,,,,,0,,,
1116,%339 = OpFOrdGreaterThanEqual %bool %337 %338,,,,,,,,0,,,
1117,OpBranch %332,,,,,,,,0,,,
1118,%332 = OpLabel,,,,,,,,0,,,
1119,%340 = OpPhi %bool %329 %318 %339 %331,,,,,,,,0,,,
1120,%342 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1121,%343 = OpExtInst %void %1 DebugLine %33 %uint_52 %uint_52 %uint_0 %uint_0,,,,,,,,0,,,
1122,%341 = OpLogicalNot %bool %340,,,,,,,,0,,,
1123,OpSelectionMerge %345 None,,,,,,,,0,,,
1124,OpBranchConditional %341 %344 %345,,,,,,,,0,,,
1125,%344 = OpLabel,,,,,,,,0,,,
1126,%347 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1127,%348 = OpExtInst %void %1 DebugLine %33 %uint_52 %uint_52 %uint_0 %uint_0,,,,,,,,0,,,
1128,%346 = OpLoad %float %x0,,,,,,,,0,,,
1129,%349 = OpLoad %float %x2,,,,,,,,0,,,
1130,%350 = OpExtInst %float %4 FMin %346 %349,307,Not Selected,95,Math Pipe Throttle,82,Wait,69,42,3,,25
1131,%351 = OpLoad %float %w,,,,,,,,0,,,
1132,%352 = OpFOrdGreaterThanEqual %bool %350 %351,,,,,,,,0,,,
1133,OpBranch %345,,,,,,,,0,,,
1134,%345 = OpLabel,,,,,,,,0,,,
1135,%353 = OpPhi %bool %340 %332 %352 %344,,,,,,,,0,,,
1136,%356 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1137,%357 = OpExtInst %void %1 DebugLine %33 %uint_52 %uint_52 %uint_0 %uint_0,,,,,,,,0,,,
1138,OpSelectionMerge %355 None,,,,,,,,0,,,
1139,OpBranchConditional %353 %354 %355,271,Wait,207,Selected,36,Not Selected,23,41.17777777777778,2,,25
1140,%354 = OpLabel,,,,,,,,0,,,
1141,%358 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1142,%359 = OpExtInst %void %1 DebugLine %33 %uint_53 %uint_53 %uint_0 %uint_0,,,,,,,,0,,,
,return 0.0;,,,,,,,,,,,
1143,OpReturnValue %float_0,,,,,,,,0,,,
1144,%355 = OpLabel,,,,,,,,0,,,
1145,%363 = OpExtInst %void %1 DebugScope %69,,,,,,,,0,,,
1146,%364 = OpExtInst %void %1 DebugLine %33 %uint_55 %uint_55 %uint_0 %uint_0,,,,,,,,0,,,
,if (x0 == x2),124,Wait,87,Selected,19,Not Selected,11,0,,,24
1147,%362 = OpLoad %float %x0,,,,,,,,0,,,
1148,%366 = OpLoad %float %x2,,,,,,,,0,,,
1149,%367 = OpFOrdEqual %bool %362 %366,92,Wait,65,Selected,17,Not Selected,4,14,1,,24
1150,OpSelectionMerge %369 None,,,,,,,,0,,,
1151,OpBranchConditional %367 %368 %369,32,Wait,22,Not Selected,7,Selected,2,5,1,,24
1152,%368 = OpLabel,,,,,,,,0,,,
1153,%376 = OpExtInst %void %1 DebugScope %370,,,,,,,,0,,,
1154,%377 = OpExtInst %void %1 DebugLine %33 %uint_57 %uint_57 %uint_0 %uint_0,,,,,,,,0,,,
1155,%375 = OpExtInst %void %1 DebugDeclare %374 %b_0 %44,,,,,,,,0,,,
,"float b = min(w, w - x0);",4,Selected,3,Math Pipe Throttle,1,,,0,,,24
1156,%378 = OpLoad %float %w,,,,,,,,0,,,
